[2026-04-03 10:20:42] ❌ LOSS R$-2000.00
[2026-04-03 10:20:42] ❌ LOSS R$-2000.00
[2026-04-03 10:21:42] ❌ LOSS R$-2000.00
[2026-04-03 10:21:42] ❌ LOSS R$-2000.00
[2026-04-03 10:22:42] ❌ LOSS R$-2000.00
[2026-04-03 10:22:42] ❌ LOSS R$-2000.00
[2026-04-03 10:23:45] ✅ WIN +R$1700.00
[2026-04-03 10:23:46] ✅ WIN +R$1700.00
[2026-04-03 10:54:42] ❌ LOSS R$-2000.00
[2026-04-03 10:54:42] ❌ LOSS R$-2000.00
[2026-04-03 10:55:42] ❌ LOSS R$-2000.00
[2026-04-03 10:55:42] ❌ LOSS R$-2000.00
[2026-04-03 10:56:43] ✅ WIN +R$1700.00
[2026-04-03 10:56:43] ✅ WIN +R$1700.00
[2026-04-03 13:04:42] ✅ WIN +R$1700.00
[2026-04-03 13:04:42] ✅ WIN +R$1700.00
[2026-04-03 13:19:42] ✅ WIN +R$1.70
[2026-04-03 13:19:42] ✅ WIN +R$1.70
[2026-04-03 13:19:42] ✅ WIN +R$1.70
[2026-04-03 13:20:42] ✅ WIN +R$1.70
[2026-04-03 13:20:42] ✅ WIN +R$1.70
[2026-04-03 13:20:42] ✅ WIN +R$1.70
[2026-04-03 14:30:42] ❌ LOSS R$-2000.00
[2026-04-03 14:30:42] ❌ LOSS R$-2000.00
[2026-04-03 14:31:42] ❌ LOSS R$-2000.00
[2026-04-03 14:31:42] ❌ LOSS R$-2000.00
[2026-04-03 15:33:42] ✅ WIN +R$1700.00
[2026-04-03 15:33:42] ✅ WIN +R$1700.00
[2026-04-03 17:21:38] ✅ WIN +R$1700.00
[2026-04-03 17:21:38] ✅ WIN +R$1700.00
[2026-04-03 23:35:38] ✅ WIN +R$1.70
[2026-04-04 01:23:38] ✅ WIN +R$1.70
[2026-04-04 08:55:39] ✅ WIN +R$1700.00
[2026-04-04 08:55:39] ✅ WIN +R$1700.00
[2026-04-04 09:20:39] ✅ WIN +R$1700.00
[2026-04-04 09:20:39] ✅ WIN +R$1700.00
[2026-04-04 09:21:38] ✅ WIN +R$1700.00
[2026-04-04 09:21:39] ✅ WIN +R$1700.00
[2026-04-04 22:01:39] ✅ WIN +R$1700.00
[2026-04-05 01:35:38] ✅ WIN +R$1700.00
[2026-04-05 16:21:34] ❌ LOSS R$-200.00 | ID 13773134826
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241375
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241445
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241410
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241317
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241332
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241395
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241349
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241369
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241403
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241387
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241363
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241438
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241423
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241471
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241457
[2026-04-05 17:04:45] ❌ LOSS R$-200.00 | ID 13773241464
[2026-04-05 17:13:34] ✅ WIN +R$170.00 | ID 13773263852
[2026-04-05 17:13:34] ✅ WIN +R$170.00 | ID 13773263887
[2026-04-05 17:13:34] ✅ WIN +R$170.00 | ID 13773263900
[2026-04-05 17:13:34] ✅ WIN +R$170.00 | ID 13773263892
[2026-04-05 17:26:07] ✅ WIN +R$170.00 | ID 13773293670
[2026-04-05 17:26:07] ✅ WIN +R$170.00 | ID 13773293679
[2026-04-05 18:15:34] ❌ LOSS R$-2.00
 ID 13773419301
[2026-04-05 18:24:34] ✅ WIN +R$1.70
